,Date,Loop ID,Mean Students Boarded,Total Students Boarded,Total Students Left Behind,Temp Mean,Temp Low,Temp High,Humidity Mean,Wind Speed Mean,Rain One Hour Median,Rain Three Hour Median,Snow One Hour Median,Snow Three Hour Median,Month,Season
133,2021-02-19,Blue Loop,0.710204081632653,348.0,0.0,17.306750000000036,10.796000000000051,22.280000000000037,78.83333333333333,8.584487500000002,,,,,February,Winter
134,2021-02-19,Demand Response,1.5454545454545454,34.0,0.0,17.306750000000036,10.796000000000051,22.280000000000037,78.83333333333333,8.584487500000002,,,,,February,Winter
135,2021-02-19,Green Loop,0.9845904298459043,1214.0,0.0,17.306750000000036,10.796000000000051,22.280000000000037,78.83333333333333,8.584487500000002,,,,,February,Winter
136,2021-02-19,Orange Loop,0.7320954907161804,276.0,0.0,17.306750000000036,10.796000000000051,22.280000000000037,78.83333333333333,8.584487500000002,,,,,February,Winter
137,2021-02-19,Red Loop,0.8163265306122449,320.0,0.0,17.306750000000036,10.796000000000051,22.280000000000037,78.83333333333333,8.584487500000002,,,,,February,Winter
138,2021-02-21,Sunday Green,1.1422222222222222,257.0,0.0,24.903500000000037,17.096000000000046,38.498000000000026,68.0,7.617917083333333,0.06299212598425198,,,,February,Winter
139,2021-02-21,Sunday Orange,0.8203753351206434,306.0,0.0,24.903500000000037,17.096000000000046,38.498000000000026,68.0,7.617917083333333,0.06299212598425198,,,,February,Winter
140,2021-02-22,Blue Loop,0.884469696969697,467.0,0.0,36.57050000000003,32.41400000000003,41.702000000000076,77.41666666666667,16.216385833333334,0.14960629921259844,0.09842519685039368,,,February,Winter
141,2021-02-22,Demand Response,1.4444444444444444,52.0,0.0,36.57050000000003,32.41400000000003,41.702000000000076,77.41666666666667,16.216385833333334,0.14960629921259844,0.09842519685039368,,,February,Winter
142,2021-02-22,Green Loop,0.8624898291293734,1060.0,1.0,36.57050000000003,32.41400000000003,41.702000000000076,77.41666666666667,16.216385833333334,0.14960629921259844,0.09842519685039368,,,February,Winter
143,2021-02-22,Orange Loop,0.7279411764705882,297.0,0.0,36.57050000000003,32.41400000000003,41.702000000000076,77.41666666666667,16.216385833333334,0.14960629921259844,0.09842519685039368,,,February,Winter
144,2021-02-22,Red Loop,0.9391634980988594,741.0,0.0,36.57050000000003,32.41400000000003,41.702000000000076,77.41666666666667,16.216385833333334,0.14960629921259844,0.09842519685039368,,,February,Winter
145,2021-02-23,Blue Loop,0.7080745341614907,342.0,0.0,39.75575000000004,34.39400000000008,44.94199999999999,70.375,13.613077083333335,0.05118110236220472,,,,February,Winter
146,2021-02-23,Demand Response,1.4615384615384615,38.0,0.0,39.75575000000004,34.39400000000008,44.94199999999999,70.375,13.613077083333335,0.05118110236220472,,,,February,Winter
147,2021-02-23,Green Loop,0.9789915966386554,1165.0,11.0,39.75575000000004,34.39400000000008,44.94199999999999,70.375,13.613077083333335,0.05118110236220472,,,,February,Winter
148,2021-02-23,Orange Loop,0.8936708860759494,353.0,0.0,39.75575000000004,34.39400000000008,44.94199999999999,70.375,13.613077083333335,0.05118110236220472,,,,February,Winter
149,2021-02-23,Red Loop,0.8086500655307994,617.0,0.0,39.75575000000004,34.39400000000008,44.94199999999999,70.375,13.613077083333335,0.05118110236220472,,,,February,Winter
